user_id,douban_book_id,rating,time
843,3395066,3,2017-06-02
843,1034329,5,2017-05-31
843,1079708,4,2017-05-30
843,10430397,4,2017-05-27
843,26276775,4,2017-05-24
843,10590165,5,2017-05-22
843,25900384,4,2017-05-22
843,1291796,3,2017-05-19
843,1076545,3,2017-05-17
843,26943161,3,2017-05-16
843,6425061,4,2017-05-15
843,10564097,5,2017-05-14
843,26265303,5,2017-05-07
843,10563025,4,2017-05-05
843,3723589,4,2017-04-30
843,7053242,5,2017-04-25
843,5330333,4,2017-04-21
843,26879778,5,2017-04-19
843,26952485,3,2017-04-17
843,26760976,4,2017-04-11
843,6794021,4,2017-04-10
843,1865089,4,2017-04-07
843,3608208,4,2017-04-07
843,2035162,4,2017-04-05
843,25881335,5,2017-03-30
843,10549934,5,2017-03-28
843,2380313,5,2017-03-27
843,25856499,5,2017-03-26
843,1045818,4,2017-03-26
843,3168460,4,2017-03-16
843,2158189,5,2017-03-11
843,1039752,4,2017-03-08
843,5038409,4,2017-03-07
843,3006581,5,2017-03-04
843,25895468,4,2017-03-02
843,27052444,1,2017-02-26
843,26669243,4,2017-02-25
843,25895465,5,2017-02-19
843,1080370,5,2017-02-09
843,1006073,3,2017-02-08
843,26264956,4,2017-02-08
843,26704403,5,2017-02-06
843,11527058,4,2017-02-02
843,4912688,5,2017-02-02
843,26868098,5,2017-01-31
843,3264642,5,2017-01-23
843,4744973,5,2017-01-22
843,24708197,4,2017-01-22
843,10583781,5,2017-01-18
843,1008145,5,2017-01-14
843,3518334,5,2017-01-12
843,1132956,5,2017-01-12
843,1089243,5,2017-01-07
843,3264665,4,2017-01-05
843,1291211,4,2017-01-03
843,26253960,4,2017-01-01
843,5327690,5,2017-01-01
843,25884880,5,2016-12-25
843,1858410,4,2016-12-25
843,26909793,4,2016-12-25
843,21371465,4,2016-12-20
843,1858513,5,2016-12-18
843,3899039,4,2016-12-11
843,4913064,5,2016-12-04
843,26356948,3,2016-11-22
843,6742586,4,2016-11-20
843,1143756,4,2016-11-12
843,1703544,4,2016-11-07
843,1401425,5,2016-11-07
843,2148992,5,2016-10-22
843,6759059,4,2016-10-13
843,4773224,5,2016-09-27
843,4099464,5,2016-09-17
843,25843816,4,2016-09-04
843,22741515,3,2016-08-12
843,20412218,3,2016-08-12
843,1073253,4,2016-07-16
843,1023000,3,2016-07-05
843,25830762,4,2016-06-12
843,6119800,5,2016-06-04
843,5502440,5,2016-04-28
843,26687655,4,2016-04-26
843,2255896,4,2016-04-14
843,19989621,3,2016-04-10
843,5399227,4,2016-04-07
843,5363767,5,2016-04-07
843,3066477,5,2016-04-07
843,25730239,5,2016-04-01
843,26413154,4,2016-04-01
843,10763902,4,2016-03-19
843,3222747,3,2016-03-19
843,3105444,3,2016-03-19
843,3105385,3,2016-03-19
843,3673651,3,2016-03-19
843,2212371,5,2016-03-19
843,26335638,5,2016-03-17
843,5040220,5,2016-03-14
843,25848819,5,2016-03-13
843,4105446,3,2016-03-13
843,3723866,4,2016-03-12
843,3364853,3,2016-03-12
843,3430938,4,2016-03-12
843,3315827,4,2016-03-12
843,1825855,4,2016-03-09
843,3615048,5,2016-03-06
843,26118072,3,2016-03-03
843,4186835,5,2016-02-23
843,10554309,5,2016-02-22
843,4165852,3,2016-02-22
843,1924213,4,2016-02-22
843,26340138,3,2016-01-20
843,10736800,3,2015-11-02
843,24829798,4,2015-09-20
843,25863256,5,2015-06-14
843,3861553,4,2015-06-03
843,26277676,4,2015-05-30
843,10480987,3,2015-05-17
843,23316673,3,2015-05-14
843,20645157,3,2015-05-14
843,24851599,3,2015-05-14
843,2287508,5,2015-03-18
843,25753360,3,2014-02-25
843,2567698,5,2013-08-19
843,5290534,3,2013-05-30
843,1062193,4,2013-05-30
2154,26666472,1,2018-04-24
2154,26809566,4,2017-08-01
2154,26585457,4,2017-07-06
2154,24844888,3,2017-05-06
2154,20002789,3,2012-10-23
2154,4922614,4,2012-10-09
2154,5043549,3,2012-10-09
2154,5367332,5,2012-10-09
2055,3138803,5,2017-10-23
2055,26954392,4,2017-09-16
2055,1724394,5,2017-07-15
2055,1458162,4,2017-07-15
2349,25970402,4,2018-06-17
2349,3651150,4,2016-02-05
607,25725666,3,2015-03-16
607,1906939,5,2011-09-12
607,5299764,3,2011-09-07
2487,27663541,4,2018-06-25
2487,26800309,1,2016-09-25
2487,3176553,5,2016-04-19
2487,7056912,1,2015-12-08
2487,24529235,3,2015-12-04
2487,26586492,5,2015-11-25
2487,25880420,4,2015-04-02
2487,25833450,4,2015-03-30
2487,7060213,4,2014-09-23
2487,25944419,4,2014-09-15
2487,1076640,4,2013-10-15
2487,3773717,3,2013-09-30
2487,3135034,4,2013-07-22
2487,19938026,4,2012-11-22
2487,11589941,2,2012-09-24
2487,1088442,4,2012-07-16
2487,3136993,4,2012-07-11
2487,1315609,3,2012-07-06
2487,2998080,5,2012-06-27
2487,6798611,4,2011-12-19
2487,5993310,5,2011-11-07
2487,4230228,4,2011-09-22
97,4011670,5,2017-06-11
97,26834481,5,2017-05-03
97,3162527,5,2017-04-18
2504,4258830,3,2018-08-21
2504,25746683,4,2018-06-25
2504,25811462,4,2018-02-01
2504,27020287,2,2017-11-04
2504,26297606,3,2017-11-01
2504,26941639,4,2017-09-21
2504,2567698,2,2017-08-02
2504,5275059,4,2017-07-28
2504,26666472,1,2016-11-29
2504,5366248,1,2016-10-01
2504,1916726,4,2016-08-15
2504,1948901,2,2016-08-15
2504,1451520,3,2016-05-02
2504,1084336,2,2015-10-17
2504,26319391,4,2015-08-22
2504,1437858,3,2015-06-17
2504,1041007,4,2011-07-24
2504,1013129,4,2011-07-24
2504,1255625,5,2011-07-24
2504,1109968,4,2011-05-23
2504,1430909,4,2011-05-10
2504,1034282,2,2011-05-10
2504,3136271,3,2011-05-10
2504,1040771,4,2011-05-10
2504,1255500,5,2011-05-09
2504,5299764,5,2011-05-09
2504,1034279,1,2011-04-20
2504,4742918,1,2011-01-25
2074,22714154,5,2014-09-18
2074,25747921,2,2014-06-26
2074,3861531,5,2014-05-07
2074,11598499,2,2014-04-20
2074,6853802,4,2013-08-28
2074,1091229,5,2013-03-12
2074,1082518,5,2012-11-10
2074,1215241,4,2012-10-15
2074,6864274,4,2012-06-04
2074,5321894,4,2012-04-10
2074,5423775,4,2011-12-30
2074,3640067,5,2011-10-21
2074,4881850,4,2011-10-01
2074,1946382,5,2011-07-11
2074,2059409,5,2011-07-07
2074,2059407,5,2011-07-07
2074,2058580,5,2011-07-07
2074,1417577,5,2011-07-07
2074,1941266,5,2011-02-10
2074,3229456,5,2010-12-28
2074,1156994,4,2010-11-25
2074,3277199,4,2010-11-21
2074,1456706,4,2010-09-16
2074,4067626,4,2010-08-31
2074,3920130,4,2010-08-09
2074,2302310,3,2010-07-19
2074,4309094,5,2010-05-26
2074,3297869,4,2010-05-20
2074,3271706,2,2010-04-12
2074,3271703,3,2010-04-09
2074,3191328,1,2010-03-09
2074,1340986,3,2010-03-06
2074,4151134,3,2010-03-03
2074,1006460,4,2010-02-13
2074,1316607,5,2010-01-25
2074,4047026,4,2010-01-16
2074,3689118,4,2009-12-28
2074,4011668,4,2009-12-01
2074,3293231,3,2009-10-15
2074,1212507,5,2009-09-12
2074,1658733,5,2009-08-24
2074,1546546,5,2009-08-19
2074,3616310,4,2009-08-07
2074,3713327,3,2009-05-30
2074,3667783,4,2009-05-18
2074,1851303,3,2009-05-11
2074,3667132,3,2009-05-10
2074,3406401,4,2009-05-03
2074,3574690,4,2009-05-01
2074,1962680,3,2009-04-30
2074,3093165,3,2009-04-30
2074,1005325,3,2009-04-30
2074,2297697,3,2009-04-22
2074,1915390,4,2009-03-16
2074,2380826,4,2009-02-14
2074,2377012,4,2009-02-05
2074,2377002,4,2009-01-29
2074,3102324,3,2008-12-22
2074,1476791,1,2008-12-01
2074,3259440,4,2008-11-26
2074,1392680,4,2008-11-22
2074,1014254,3,2008-11-22
2074,3211779,4,2008-11-04
2074,3158733,5,2008-10-30
2074,2295324,4,2008-10-25
2074,2242461,3,2008-10-23
2074,3237608,3,2008-10-09
2074,1016193,3,2008-10-09
2074,1442676,3,2008-09-23
2074,2242467,3,2008-09-22
2074,3648543,3,2008-09-21
2074,1851385,4,2008-08-22
2074,1020459,3,2008-05-16
2074,1937192,3,2008-04-28
2074,1021037,3,2008-04-14
2074,1097400,3,2008-03-30
2074,1173854,4,2008-03-30
2074,2044028,3,2008-03-27
2074,1016435,5,2008-03-27
2074,1449688,3,2008-03-19
2074,2151290,4,2008-03-17
2074,2160292,3,2008-02-19
2074,2275502,3,2008-02-05
2074,2243213,3,2008-01-15
2074,1001685,3,2008-01-12
2074,1770782,4,2008-01-05
2074,1797118,3,2007-11-20
2074,1951384,3,2007-11-01
2450,27154112,4,2017-11-02
2450,4204561,5,2016-10-31
2450,4204556,5,2016-10-31
2450,4204555,5,2016-10-31
2450,6870500,4,2016-10-29
2450,25739928,4,2016-02-25
2450,26418202,5,2016-02-14
2450,4895125,4,2016-02-10
2450,26430603,4,2016-01-31
2450,26373436,4,2016-01-28
2450,20416178,4,2016-01-27
2450,10571368,5,2016-01-22
2450,3831258,4,2016-01-20
2450,4282178,5,2016-01-20
2450,21357010,4,2016-01-05
2450,25816556,4,2016-01-05
2450,20473206,4,2016-01-04
2450,1084336,3,2015-10-19
2450,5336736,3,2015-07-22
2450,1436654,5,2014-11-30
2450,24741630,5,2014-09-12
2450,3706295,3,2014-09-12
2450,3887847,5,2014-06-25
2450,22993903,3,2014-06-25
2450,2376986,5,2014-05-03
2450,2241453,4,2014-05-03
2450,1927377,4,2013-05-03
2450,2081063,4,2013-03-31
2450,2081078,5,2013-03-31
2450,3609422,5,2013-03-31
2450,2353613,4,2013-03-26
2450,10554509,4,2013-03-26
2450,3523980,5,2013-03-26
2450,4110591,4,2013-03-26
2450,4213609,4,2013-03-23
2450,3523967,4,2013-03-23
2450,4141681,5,2013-02-25
2450,2265903,5,2013-02-25
2450,1351614,4,2013-02-14
2450,10598033,4,2012-10-01
2450,10740776,5,2012-05-18
2450,6974232,5,2012-01-14
2450,6974102,4,2012-01-14
2450,1040771,4,2011-08-17
2450,4138479,5,2010-12-19
2450,1873281,5,2010-08-12
2450,4067621,5,2010-07-25
2171,1002299,5,2014-08-17
2171,24541883,4,2014-07-20
2171,1949169,3,2013-05-26
2171,1221327,5,2012-11-22
2171,1844792,5,2011-01-13
2171,1854151,5,2011-01-13
2171,1036684,5,2009-12-16
2171,1581547,5,2009-03-18
2171,1291996,5,2009-03-18
1632,1473915,5,2014-11-10
1632,25819810,5,2014-10-13
1632,2082194,5,2008-11-11
1632,1046928,3,2008-10-30
657,30211002,5,2018-07-09
657,27136317,4,2018-06-08
657,26953883,4,2018-05-15
657,27156843,5,2018-04-01
657,27026458,5,2018-02-21
657,27077140,3,2018-02-17
657,27148149,4,2018-02-02
657,20428313,5,2018-01-17
657,11511232,5,2017-12-31
657,26676530,5,2017-12-23
657,1428482,5,2017-12-01
657,27054249,5,2017-11-12
657,11521591,4,2017-11-09
657,20493208,4,2017-10-02
657,25737796,4,2017-08-18
657,24853056,4,2017-08-17
657,24383185,4,2017-08-17
657,27003814,4,2017-08-10
657,2122637,4,2017-06-27
657,26862650,4,2017-06-18
657,24532904,3,2017-06-06
657,26741238,4,2017-05-31
657,4191439,2,2017-05-02
657,1034279,4,2017-04-18
657,2378214,4,2017-04-17
657,2252905,5,2017-03-29
657,1034282,5,2017-03-22
657,3510278,5,2017-03-22
657,26608025,3,2017-02-25
657,24526645,4,2017-02-15
657,2378210,4,2017-02-07
657,10471333,5,2017-02-01
657,26387796,3,2017-01-13
657,6041089,4,2016-12-03
657,3785741,5,2016-11-09
657,26873229,4,2016-10-31
657,4187219,3,2016-10-30
657,1047120,5,2016-10-14
657,1116342,5,2016-10-14
657,1274953,5,2016-10-14
657,3162527,4,2016-10-12
657,26818873,5,2016-09-17
657,26295448,5,2016-09-14
657,25829693,5,2016-09-11
657,24699995,2,2016-08-25
657,26586126,3,2016-08-09
657,5038409,5,2016-08-09
657,3650146,3,2016-05-23
657,6817749,4,2016-04-29
657,20382491,3,2016-02-29
657,5904212,3,2016-02-28
657,25728338,4,2016-01-24
657,3590913,3,2016-01-03
657,5326848,4,2015-12-26
657,5326847,3,2015-12-26
657,10509933,3,2015-12-18
657,4035998,2,2015-11-27
657,4052716,3,2015-11-20
657,6012933,3,2015-11-11
657,4898712,5,2015-11-07
657,2046573,5,2015-11-05
657,3615048,4,2015-10-31
657,26593247,5,2015-10-28
657,3187750,4,2015-10-26
657,10740776,4,2015-10-15
657,6723021,3,2015-09-03
657,10594728,4,2015-09-02
657,3238242,4,2015-09-02
657,1232728,5,2015-08-30
657,1038376,4,2015-08-30
657,25750718,4,2015-08-29
657,24855160,3,2015-08-28
657,20269675,4,2015-08-28
657,10782201,3,2015-08-28
657,6725495,3,2015-08-28
657,25760049,4,2015-08-06
657,4867367,5,2015-08-06
657,4729585,5,2015-08-06
657,25884890,4,2015-08-06
657,6716698,3,2015-08-06
657,6716685,3,2015-08-06
657,26277676,2,2015-06-15
657,2303588,5,2015-06-13
657,25830845,4,2015-05-15
657,24753186,3,2015-05-15
657,2221889,4,2015-04-09
657,24538694,3,2015-03-18
657,25981499,3,2015-02-26
657,3615041,2,2015-01-24
657,1485501,5,2015-01-24
657,5363767,4,2014-12-29
657,3066477,5,2014-12-14
657,6985661,4,2014-09-01
657,20260640,4,2014-08-13
657,2066962,5,2014-04-10
657,1461583,4,2014-02-26
657,1980602,5,2014-02-11
657,1064101,4,2014-02-11
657,3713327,4,2014-02-07
657,2972043,4,2013-12-23
657,1076045,5,2013-12-23
657,25713815,5,2013-10-04
657,1072554,3,2013-09-11
657,4882052,4,2013-07-14
657,1673545,4,2013-04-21
657,7160867,5,2013-04-07
657,11533561,3,2013-03-24
657,20269004,4,2013-02-16
657,10502519,4,2013-01-31
657,1962233,3,2012-12-11
657,1158934,3,2012-12-10
657,1158931,2,2012-12-10
657,1158932,3,2012-12-10
657,1158930,4,2012-12-10
657,1158935,4,2012-12-10
657,1915337,3,2012-12-10
657,2974879,3,2012-12-01
657,1393312,3,2012-12-01
657,1770266,5,2012-11-09
657,1400030,5,2012-09-05
657,10562768,5,2012-08-04
657,1442406,3,2012-07-26
657,1809130,5,2012-06-16
657,1400289,5,2012-06-12
657,1146266,3,2012-05-30
657,1433694,3,2012-05-30
657,1187842,5,2012-05-30
657,3069173,3,2012-04-17
657,2298769,4,2012-04-17
657,1071519,5,2012-04-17
657,1035165,5,2012-04-03
657,6101116,4,2012-02-01
657,2300643,4,2012-01-30
657,1453569,4,2012-01-11
657,3012406,4,2012-01-08
657,3266617,5,2011-10-17
657,1963548,4,2011-08-27
657,4191615,4,2011-08-17
657,4151206,4,2011-07-11
1645,30159101,4,2018-08-20
1645,27910523,5,2018-08-15
1645,26593188,4,2018-07-30
1645,27619606,4,2018-07-23
1645,27619603,4,2018-07-17
1645,26779968,4,2018-07-16
1645,30141667,4,2018-07-16
1645,27609260,4,2018-07-11
1645,26237184,4,2018-07-09
1645,27086851,4,2018-07-05
1645,26301821,4,2018-06-28
1645,27609266,5,2018-06-04
1645,30190319,4,2018-05-31
1645,27174130,4,2018-05-25
1645,1958880,5,2018-05-21
1645,27575653,4,2018-05-17
1645,3932132,4,2018-05-17
1645,6873348,5,2018-05-07
1645,26657264,4,2018-05-04
1645,26657262,4,2018-05-04
1645,26658071,4,2018-05-04
1645,26658069,5,2018-05-04
1645,26602392,4,2018-05-02
1645,26251939,4,2018-05-02
1645,2245449,5,2018-04-25
1645,27591504,5,2018-04-24
1645,26758312,4,2018-04-24
1645,5980568,5,2018-04-24
1645,26759579,4,2018-04-04
1645,27056383,5,2018-03-29
1645,26430928,5,2018-03-28
1645,26710042,5,2018-03-26
1645,27140763,5,2018-03-26
1645,27079433,5,2018-03-23
1645,27188665,4,2018-03-15
1645,6974199,5,2018-03-12
1645,4120799,5,2018-02-28
1645,26695174,5,2018-02-28
1645,26975609,5,2018-02-27
1645,19944406,5,2018-02-24
1645,27950466,5,2018-02-24
1645,27183696,4,2018-02-06
1645,6712407,4,2018-02-05
1645,27130210,5,2018-01-26
1645,25870629,5,2018-01-24
1645,27005443,3,2018-01-24
1645,3831788,5,2018-01-17
1645,27099027,5,2017-12-29
1645,6127333,4,2017-12-25
1645,6127332,4,2017-12-20
1645,27025101,4,2017-12-15
1645,27041317,4,2017-11-23
1645,1814853,4,2017-11-20
1645,1769847,4,2017-11-16
1645,10742745,4,2017-11-10
1645,4177701,5,2017-11-09
1645,1762848,4,2017-11-07
1645,3069223,5,2017-11-02
1645,26578400,5,2017-10-17
1645,27084140,4,2017-10-09
1645,6042356,5,2017-10-01
1645,5397318,3,2017-09-30
1645,27101592,4,2017-09-28
1645,26705289,5,2017-09-26
1645,26997212,3,2017-09-13
1645,26944322,4,2017-09-08
1645,27082652,4,2017-08-30
1645,25912108,4,2017-08-28
1645,27096131,4,2017-08-25
1645,27083797,5,2017-08-24
1645,26804676,5,2017-08-23
1645,26950363,4,2017-08-16
1645,25944419,4,2017-08-14
1645,26971461,4,2017-08-10
1645,1815640,5,2017-08-02
1645,26774319,3,2017-08-01
1645,26890734,3,2017-07-31
1645,27014525,4,2017-07-27
1645,26841609,3,2017-07-27
1645,26747700,4,2017-07-25
1645,26945674,4,2017-07-17
1645,4055859,4,2017-07-13
1645,27013663,4,2017-07-11
1645,26593670,4,2017-07-07
1645,4851673,4,2017-07-05
1645,26963900,4,2017-07-04
1645,25762598,5,2017-07-04
1645,26364312,3,2017-06-21
1645,1072544,5,2017-06-12
1645,26985496,4,2017-06-07
1645,2016626,5,2017-06-05
1645,26945114,5,2017-06-02
1645,2117876,3,2017-06-01
1645,26253696,5,2017-05-31
1645,5919046,5,2017-05-22
1645,26760979,3,2017-05-10
1645,19963193,4,2017-05-09
1645,26747162,5,2017-05-09
1645,26735085,4,2017-05-03
1645,26413835,4,2017-05-02
1645,3168461,4,2017-05-02
1645,26878908,4,2017-04-28
1645,10569619,5,2017-04-24
1645,26272542,4,2017-04-13
1645,26940526,4,2017-04-11
1645,26216499,5,2017-04-10
1645,2973325,5,2017-03-29
1645,26720907,4,2017-03-20
1645,25774382,4,2017-03-16
1645,26311016,5,2017-03-13
1645,10779650,5,2017-03-09
1645,26311014,5,2017-03-06
1645,2568067,5,2017-02-28
1645,25783249,5,2017-02-22
1645,26644403,4,2017-02-10
1645,26935572,4,2017-02-10
1645,2117872,5,2017-01-13
1645,2979789,4,2016-12-28
1645,25728473,4,2016-12-26
1645,4173402,3,2016-12-22
1645,26890281,4,2016-12-21
1645,26311012,5,2016-12-20
1645,26861720,4,2016-12-12
1645,26685987,5,2016-12-05
1645,26807920,5,2016-11-28
1645,2974404,4,2016-11-28
1645,3774161,4,2016-11-25
1645,25907864,5,2016-11-25
1645,26864983,5,2016-10-19
1645,25795964,4,2016-10-17
1645,26821461,4,2016-10-14
1645,26760537,4,2016-09-18
1645,26227386,4,2016-09-07
1645,2349099,4,2016-08-19
1645,26766562,5,2016-07-27
1645,20495906,3,2016-07-27
1645,2000561,4,2016-07-25
1645,1030200,4,2016-07-14
1645,1033190,4,2016-07-14
1645,26791998,5,2016-07-13
1645,24714215,5,2016-07-13
1645,11511232,4,2016-07-11
1645,26793129,5,2016-06-28
1645,4822121,4,2016-06-28
1645,3704461,4,2016-06-24
1645,26770916,5,2016-06-20
1645,3746063,5,2016-06-20
1645,4912688,5,2016-06-06
1645,1449352,5,2016-06-06
1645,20392525,4,2016-06-06
1645,26275572,4,2016-06-03
1645,26697279,3,2016-06-01
1645,26276924,5,2016-05-31
1645,25841018,3,2016-05-30
1645,24696662,3,2016-05-27
1645,25933206,4,2016-05-27
1645,26753478,4,2016-05-26
1645,26276923,4,2016-05-26
1645,20392524,4,2016-05-20
1645,26378466,4,2016-05-17
1645,1912513,4,2016-05-17
1645,1899020,4,2016-05-16
1645,3187629,4,2016-05-13
1645,1899007,4,2016-05-10
1645,1906681,4,2016-05-09
1645,21778147,3,2016-05-05
1645,1899006,5,2016-05-05
1645,25996181,4,2016-05-03
1645,26429888,4,2016-04-26
1645,10563551,3,2016-04-25
1645,25709685,5,2016-04-21
1645,26610688,4,2016-04-20
1645,4187731,5,2016-04-19
1645,4902683,5,2016-04-15
1645,25799716,4,2016-04-14
1645,10446299,3,2016-04-13
1645,3024319,4,2016-04-12
1645,5502995,3,2016-04-08
1645,19977313,4,2016-04-07
1645,25745287,5,2016-04-06
1645,25885991,3,2016-04-05
1645,26762917,4,2016-04-05
1645,19894084,3,2016-04-01
1645,24856608,4,2016-03-30
1645,6973840,5,2016-03-29
1645,26662689,4,2016-03-28
1645,25961294,4,2016-03-25
1645,26612387,5,2016-03-23
1645,26597979,4,2016-03-22
1645,3571732,3,2016-03-18
1645,25999982,4,2016-03-17
1645,11588823,3,2016-03-16
1645,26314604,4,2016-03-15
1645,6975925,3,2016-03-11
1645,26708306,5,2016-03-10
1645,1949121,3,2016-03-02
1645,24920993,4,2016-02-22
1645,5396845,4,2016-02-19
1645,10749924,4,2016-02-18
1645,4732175,2,2016-02-14
1645,26264956,4,2016-02-05
1645,26276279,4,2016-02-04
1645,24382569,5,2016-01-28
1645,1084726,4,2016-01-25
1645,25876656,4,2016-01-22
1645,20392523,5,2016-01-21
1645,26646201,3,2016-01-20
1645,5958252,3,2016-01-13
1645,26451351,4,2016-01-02
1645,26628811,5,2015-12-09
1645,2277784,4,2015-12-01
1645,2262164,3,2015-12-01
1645,5029474,4,2015-12-01
1645,3536343,5,2015-12-01
1645,2130688,3,2015-12-01
1645,2987140,4,2015-12-01
1645,4265920,4,2015-11-26
1645,1060856,5,2015-11-26
1645,26628289,4,2015-11-23
1645,26323411,3,2015-11-16
1645,4154988,4,2015-11-16
1645,11637635,4,2015-10-08
1645,3338175,4,2015-10-08
1645,26534971,5,2015-09-21
1645,25902814,3,2015-09-01
1645,25887981,4,2015-08-25
1645,5479589,4,2015-08-24
1645,21692813,4,2015-08-12
1645,6249671,3,2015-08-05
1645,3158733,4,2015-07-30
1645,26264150,4,2015-06-12
1645,25862578,4,2015-02-25
1645,2259001,3,2014-06-25
1645,2121010,5,2014-06-12
1645,2117875,5,2014-06-12
1645,1029791,4,2014-05-30
1645,1082334,3,2014-05-27
1645,5913472,4,2014-05-26
1645,11516838,4,2014-03-14
1645,6861664,5,2014-03-14
1645,4885241,4,2014-03-14
1645,4742918,4,2014-03-14
1645,20427187,5,2014-03-14
1645,1770782,4,2014-03-14
1645,1455933,3,2014-03-14
1645,4169424,4,2014-03-14
1645,6999546,5,2014-03-14
1645,5302084,4,2014-03-14
1645,21351050,3,2014-03-14
1645,19936148,4,2014-03-14
1645,19954977,3,2014-03-14
1645,24883003,3,2014-03-14
1645,20469374,3,2014-03-14
1645,11619743,3,2014-03-14
1645,10580806,4,2014-03-14
1645,6967919,4,2014-03-14
1645,6523875,5,2014-03-14
1645,24845050,3,2014-03-14
1645,10827841,3,2014-03-14
1645,2297697,2,2013-09-16
1645,20445480,5,2013-05-10
1645,6952773,5,2013-02-16
1645,6952772,5,2013-02-07
1645,6878070,5,2013-02-04
1645,6878068,5,2013-02-04
1645,3419241,4,2012-07-26
1645,10488563,4,2012-07-25
1645,6265745,4,2012-07-24
1645,1941492,3,2012-07-19
1645,4191697,4,2012-07-17
1645,6388661,5,2012-07-11
1645,3689118,4,2012-07-10
1645,4882006,3,2012-07-09
1645,4933087,3,2012-07-06
1645,10570257,4,2012-07-04
1645,3928883,4,2012-07-02
1645,10567859,4,2012-06-29
